dual_id,conference,home,home_name,away,away_name,date,iso_week,status,confidence,probability,bouts
socon-017,socon,bellarmine,Bellarmine,appalachian-state,App State,,2027-W05,tbd,projected,scheduled,10
socon-018,socon,the-citadel,The Citadel,appalachian-state,App State,,2027-W05,tbd,projected,scheduled,10
socon-019,socon,the-citadel,The Citadel,gardner-webb,Gardner-Webb,,2027-W05,tbd,projected,scheduled,10
socon-020,socon,campbell,Campbell,bellarmine,Bellarmine,,2027-W05,tbd,projected,scheduled,10
socon-021,socon,chattanooga,Chattanooga,campbell,Campbell,,2027-W05,tbd,projected,scheduled,10
socon-022,socon,gardner-webb,Gardner-Webb,bellarmine,Bellarmine,,2027-W05,tbd,projected,scheduled,10
socon-023,socon,chattanooga,Chattanooga,vmi,VMI,,2027-W05,tbd,projected,scheduled,10
socon-024,socon,davidson,Davidson,vmi,VMI,,2027-W05,tbd,projected,scheduled,10
socon-025,socon,presbyterian,Presbyterian,chattanooga,Chattanooga,,2027-W05,tbd,projected,scheduled,10
socon-026,socon,appalachian-state,App State,davidson,Davidson,,2027-W06,tbd,projected,scheduled,10
socon-027,socon,appalachian-state,App State,chattanooga,Chattanooga,,2027-W06,tbd,projected,scheduled,10
socon-028,socon,bellarmine,Bellarmine,the-citadel,The Citadel,,2027-W06,tbd,projected,scheduled,10
socon-029,socon,davidson,Davidson,the-citadel,The Citadel,,2027-W06,tbd,projected,scheduled,10
socon-030,socon,campbell,Campbell,vmi,VMI,,2027-W06,tbd,projected,scheduled,10
socon-031,socon,gardner-webb,Gardner-Webb,presbyterian,Presbyterian,,2027-W06,tbd,projected,scheduled,10
socon-032,socon,vmi,VMI,gardner-webb,Gardner-Webb,,2027-W06,tbd,projected,scheduled,10
socon-033,socon,gardner-webb,Gardner-Webb,appalachian-state,App State,,2027-W07,tbd,projected,scheduled,10
socon-034,socon,vmi,VMI,the-citadel,The Citadel,,2027-W07,tbd,projected,scheduled,10
socon-035,socon,campbell,Campbell,davidson,Davidson,,2027-W07,tbd,projected,scheduled,10
socon-036,socon,chattanooga,Chattanooga,bellarmine,Bellarmine,,2027-W07,tbd,projected,scheduled,10
ivy-001,ivy,columbia,Columbia,princeton,Princeton,,2027-W03,tbd,projected,scheduled,10
ivy-002,ivy,columbia,Columbia,penn,Penn,,2027-W03,tbd,projected,scheduled,10
ivy-003,ivy,brown,Brown,cornell,Cornell,,2027-W03,tbd,projected,scheduled,10
ivy-004,ivy,harvard,Harvard,cornell,Cornell,,2027-W03,tbd,projected,scheduled,10
ivy-005,ivy,columbia,Columbia,cornell,Cornell,,2027-W04,tbd,projected,scheduled,10
ivy-006,ivy,penn,Penn,brown,Brown,,2027-W04,tbd,projected,scheduled,10
ivy-007,ivy,princeton,Princeton,harvard,Harvard,,2027-W04,tbd,projected,scheduled,10
ivy-008,ivy,penn,Penn,harvard,Harvard,,2027-W04,tbd,projected,scheduled,10
ivy-009,ivy,princeton,Princeton,brown,Brown,,2027-W04,tbd,projected,scheduled,10
ivy-010,ivy,cornell,Cornell,princeton,Princeton,,2027-W05,tbd,projected,scheduled,10
ivy-011,ivy,cornell,Cornell,penn,Penn,,2027-W05,tbd,projected,scheduled,10
ivy-012,ivy,harvard,Harvard,columbia,Columbia,,2027-W06,tbd,projected,scheduled,10
ivy-013,ivy,princeton,Princeton,penn,Penn,,2027-W06,tbd,projected,scheduled,10
ivy-014,ivy,brown,Brown,columbia,Columbia,,2027-W06,tbd,projected,scheduled,10
ivy-015,ivy,harvard,Harvard,brown,Brown,,2027-W07,tbd,projected,scheduled,10
